rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,"This establishment really made a marked decline after ( and this is recurring story ) the airing of FOOD TELEVISIONS ""DINERS, DRIVE-INS, AND DIVES"" hosted by Guy Fieri, in which Schooner or Later was subject of.",RESTAURANT#GENERAL,negative
,"Perhaps now, Scooner or Later falls into the ""Dive"" category.",RESTAURANT#GENERAL,negative
,This is sad for what once was one of the best places you could ever eat.,RESTAURANT#GENERAL,negative
,I hope one day Scooner or Later returns to what it once was.,RESTAURANT#GENERAL,negative
,"Untill this happens, my advice is to STAY AWAY.",RESTAURANT#GENERAL,negative
en_MiopostoCaffe_478542920,Open & Cool Place with the Best Pizza and Coffee,AMBIENCE#GENERAL,positive
,,FOOD#QUALITY,positive
,,DRINKS#QUALITY,positive
,– Mioposto has a very creative & delicious pizza menu.,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,"The coffe is very good, too.",DRINKS#QUALITY,positive
,Great open and friendly ambience.,AMBIENCE#GENERAL,positive
,This place is charming and relaxing.,AMBIENCE#GENERAL,positive
,The servers behind the counter are always friendly and helpful.,SERVICE#GENERAL,positive
,It reminds me of those great little restaurants in San Francisco.,,
,It's a great place to enjoy food and meet friends.,FOOD#QUALITY,positive
,,RESTAURANT#MISCELLANEOUS,positive
en_Ray'sBoathouse_477775916,Old Reliable,RESTAURANT#GENERAL,positive
,– After 12 years in Seattle Ray's rates as the place we always go back to.,RESTAURANT#GENERAL,positive
,"Great food, spectacular location, and friendly service keep us coming back year after year.",FOOD#QUALITY,positive
,,LOCATION#GENERAL,positive
,,SERVICE#GENERAL,positive
en_OpenSesame_477970937,Enjoyed the food,FOOD#QUALITY,positive
,"– First of all, I am not from Long Beach.",,
,I was visiting SoCal a couple of months ago when the friend I was visiting decided to take me to this restaurant.,,
,(She was actually going to take me to another mediterranean restaurant right across the street but they were not open yet even though it was a few minutes past their opening time.),,
,I liked it.,RESTAURANT#GENERAL,positive
,Food was good and cheap.,FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,I had the kafta plate and I enjoyed it.,FOOD#QUALITY,positive
,"It was so much though that I could barely finish but I did, since it was delicious.",FOOD#STYLE_OPTIONS,neutral
,,FOOD#QUALITY,positive
,Atmosphere was nice.,AMBIENCE#GENERAL,positive
,"Service was kind of slow, our waitress took forever to give us our check even though it wasn't that busy.",SERVICE#GENERAL,negative
,,SERVICE#GENERAL,negative
,Still I would recommend this place.,RESTAURANT#GENERAL,positive
,"BTW, I really like Long Beach.",,
,It was one of the few places in SoCal where you would actually walk around and not have to take a car.,,
en_PizzeriaBianco_477908895,WOW!!!!!!!!,RESTAURANT#GENERAL,positive
,– IT CANT GET ANY BETTER!!!!!,RESTAURANT#GENERAL,positive
,WHAT ELSE CAN YOU SAY NICE PEOPLE AMAZING FOOD WOW,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,,RESTAURANT#GENERAL,positive
en_SchoonerOrLater_477965689,Great food with an awesome atmosphere!,FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,"– Eggs, pancakes, potatoes, fresh fruit and yogurt -- everything they serve is delicious.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"The best place for a leisure Sunday breakfast amidst yachts, then take a stroll through the nearby Farmer's Market.",RESTAURANT#MISCELLANEOUS,positive
en_BlueRibbonSushi_478218333,great meal – the fish on the omikase platter was absolutely decadent -- there was none of the stringiness that sometimes accompanies fair sushi -- this fish was perfect!!!!,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",SERVICE#GENERAL,positive
,and the waiter suggested a perfect sake!!,SERVICE#GENERAL,positive
,,DRINKS#QUALITY,positive
,absolutely fabulous!!!,RESTAURANT#GENERAL,positive
en_BlueRibbonSushi_478218340,Unbeatable sushi!,FOOD#QUALITY,positive
,Two thumbs up!,FOOD#QUALITY,positive
,"I love sushi, and I have eaten it all over the world.",,
,This is right up there with places in Tokyo as far as the freshness is concerned.,FOOD#QUALITY,positive
,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,Be sure to try the oyster roll.,FOOD#QUALITY,positive
en_BlueRibbonSushi_478218715,splendid,RESTAURANT#GENERAL,positive
,"– How to describe the best sushi in NYC: hmmmm, delicious, amazing, fantastic, suculent, perfect, nah, all of the above.",FOOD#QUALITY,positive
,"I can't saybenough good things about this restaurant, and I can't wait for my next several visits.",RESTAURANT#GENERAL,positive
,The best Chuwam Mushi I have ever had.,FOOD#QUALITY,positive
,Perfect on a cold day.,FOOD#QUALITY,positive
,$6 with tip.,RESTAURANT#PRICES,positive
,Perfection.,RESTAURANT#GENERAL,positive
en_BlueRibbonSushi_478218518,"Good Sushi, High Price ",FOOD#QUALITY,positive
,,FOOD#PRICES,negative
,One of the best Sushi place in town.,RESTAURANT#GENERAL,positive
,The house special roll is really good.,FOOD#QUALITY,positive
,"On weekends, you might have to wait for couple hours.",SERVICE#GENERAL,neutral
,"However, they do take your cellphone numbers so that you can go hang out somewhere else till they call you up on your cellphone.",SERVICE#GENERAL,positive
en_Murphy's_478075041,A cozy spot for 2,AMBIENCE#GENERAL,positive
,"– I can't believe Murphy's has been around for over 25 years, amazing.",RESTAURANT#MISCELLANEOUS,positive
,"That's a huge compliment, especially in the fickled restaurant business, ...enough already!",RESTAURANT#GENERAL,positive
,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,It's the perfect spot for a romantic date for 2 or a secret rendezvous!,RESTAURANT#MISCELLANEOUS,positive
,,AMBIENCE#GENERAL,positive
,Save room for  scrumptious desserts.,FOOD#QUALITY,positive
,The restaurant offers an extensive wine list and an ambiance you won't forget!,DRINKS#STYLE_OPTIONS,positive
,,AMBIENCE#GENERAL,positive
,"I guarantee you won't be disappointed, there's also valet parking.",RESTAURANT#GENERAL,positive
,,RESTAURANT#MISCELLANEOUS,positive
en_MercedesRestaurant_478010603,Addicting!,RESTAURANT#GENERAL,positive
,– Best Mexican place for lunch in the financial district.,RESTAURANT#GENERAL,positive
,Love the enchiladas and chicken soup - and be sure to check out their specials.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The cooks have been at the restaurant for years and cook family recipes.,FOOD#QUALITY,positive
,"Can get busy on Fridays for a table but once seated, the service is so efficient you can be in and out of there quickly.",SERVICE#GENERAL,positive
en_BlueRibbonSushi_478218513,I went there with a friend from out of town... and we were both very impressed!,RESTAURANT#GENERAL,positive
,"Went on a Monday night, so there was no wait for a table.",,
,The sushi was excellent and the wait staff was quick.,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,The price was right too.,RESTAURANT#PRICES,positive
,The atmosphere was just okay.,AMBIENCE#GENERAL,neutral
,"Space was limited, but the food made up for it.",RESTAURANT#MISCELLANEOUS,negative
,,FOOD#QUALITY,positive
,I'd go back there in a heartbeat.,RESTAURANT#GENERAL,positive
en_MiopostoCaffe_478542919,Should have gone to Trader Joe's and had frozen pizza :(,,
,– My family went on a midweek evening to have dinner.,,
,"The restaurant was 80 % full and there was a sign posted ""wait to be seated.""",,
,Well I guess it's hard to be seated when one is invisible to the staff.,SERVICE#GENERAL,negative
,We stood there for 10 minutes while employees walked back and forth ignoring us.,SERVICE#GENERAL,negative
,"Finally, my wife stood face to face in front of one of the staff and she asked, ""Are you waiting for a table?""",SERVICE#GENERAL,negative
,Once seated it took about 30 minutes to finally get the meal.,SERVICE#GENERAL,negative
,The prior reviews said Kid friendly... give me a break with two young children that is light years.,RESTAURANT#MISCELLANEOUS,negative
,The Caesar salad I ordered had so much lemon I couldn't eat it.,FOOD#QUALITY,negative
,The pizza was slightly reminescent of Baker's Beach pizza which occupied the the space years ago (a distant second).,,
,It was decent but nothing exceptional.,FOOD#QUALITY,neutral
,This establishment is consistent with my feelings of the rest of Chow Foods group.,,
,We used to frequent most of their restaurants but over the years each one has really been disapointing.,,
,I'm a born and bred Southend resident and was excited to hear of this restaurant opening.,,
,"Well, I guess maybe it might be beneficial for the management  to pay a visit to Tutta Bella in Columbia City for some tips.",,
en_MercedesRestaurant_478010602,"Great food, better Margaritas!",FOOD#QUALITY,positive
,,DRINKS#QUALITY,positive
,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",RESTAURANT#GENERAL,positive
,,FOOD#STYLE_OPTIONS,positive
,,SERVICE#GENERAL,positive
,,DRINKS#QUALITY,positive
,"it gets really busy, so get there on the early side so you can grab a seat, if you do have to wait, its not bad because the service is quick!",SERVICE#GENERAL,positive
,"Check out the art on the walls, very colorful!",AMBIENCE#GENERAL,positive
en_India'sGrill_477960696,i love this place!,RESTAURANT#GENERAL,positive
,– i have been eating at this place for over 8 years now and i have never had one bad meal.,FOOD#QUALITY,positive
,i highly recommend this place to all that want to try indain food for the first time.,FOOD#QUALITY,positive
,The lunch menu is an awesome deal!,FOOD#PRICES,positive
,"plenty of food,trust me .",FOOD#STYLE_OPTIONS,positive
,Fresh ingrediants and super tasty.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The place is the next best thing to my Moms cooking.,FOOD#QUALITY,positive
en_BlueRibbonSushi_478218517,"Best food, phenominal service ",FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,"Not only can the selection be innovative, but there's a nice balance of traditional sushi as well.",FOOD#STYLE_OPTIONS,positive
,,FOOD#STYLE_OPTIONS,positive
,The nicest waiters in town.,SERVICE#GENERAL,positive
en_Murphy's_478075037,WAY OVER-RATED!!!!,RESTAURANT#GENERAL,negative
,– This place is unbelievably over-rated.,RESTAURANT#GENERAL,negative
,"If I want to stand in line on Sunday for an hour to get average brunch food, then I would put Murphy's at the top of the list.",FOOD#QUALITY,neutral
,,SERVICE#GENERAL,negative
,The regular menu here is slightly above average that is not worth the snotty attitude that you receive.,FOOD#QUALITY,neutral
,,SERVICE#GENERAL,negative
en_BlueRibbonSushi_478218509,10!,RESTAURANT#GENERAL,positive
,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,,DRINKS#QUALITY,positive
,,LOCATION#GENERAL,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,"There is only one place on the east coast that has it all, plus a lot more.",RESTAURANT#GENERAL,positive
,"Better than nobu, tomoe, taka, yama, sugiyama, and the rest.",,
,Bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world: BLUE RIBBON SUSHI.,RESTAURANT#GENERAL,positive
,Believe it baby!,,
en_BlueRibbonSushi_478218342,Cut to the chase - this is amazing!,RESTAURANT#GENERAL,positive
,It's unpretentious and underground.,AMBIENCE#GENERAL,positive
,"It's fresh, welcoming, delicious, and relaxing.",FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,"Hands down, the best tuna I have ever had.",FOOD#QUALITY,positive
,Blue Ribbon lives up to it's fantastic reputation.,RESTAURANT#GENERAL,positive
,I went here on a recommendation and will surely return time and time again.,RESTAURANT#GENERAL,positive
